"short_name","overall","potential","value_eur","wage_eur","age","dob","club_name","height_cm","weight_kg","league_name","player_positions","nationality_name","preferred_foot","weak_foot","pace","shooting","passing","dribbling","defending","physic","year","Type"
"J. Escobar",74,77,5e+06,42000,25,"1995-07-03","Cruz Azul",177,76,"Mexican Liga MX","RB","Paraguay","Right",3,77,52,62,64,73,80,2022,"DEF"
"Zubimendi",74,84,9500000,23000,22,"1999-02-02","Real Sociedad",181,74,"Spain Primera Division","CM","Spain","Right",4,62,61,71,71,74,69,2022,"MID"
"R. Sánchez",74,78,6e+06,36000,25,"1996-03-29","Club América",170,70,"Mexican Liga MX","CM","Paraguay","Right",3,76,69,71,74,69,75,2022,"MID"
"Jean Lucas",74,80,6500000,34000,23,"1998-06-22","AS Monaco",181,78,"French Ligue 1","CM","Brazil","Right",3,70,67,74,75,68,73,2022,"MID"
"K. Laba",74,74,4200000,1000,29,"1992-01-27","Al Ain FC",183,82,"UAE Arabian Gulf League","ST","Togo","Right",4,78,74,62,69,25,77,2022,"FRD"
"Beto",74,81,8500000,8000,23,"1998-01-31","Udinese Calcio",194,88,"Italian Serie A","ST","Portugal","Right",3,71,74,54,68,24,78,2022,"FRD"
"L. Krejcí",74,81,8e+06,800,22,"1999-04-20","AC Sparta Praha",190,86,"Czech Republic Gambrinus Liga","CDM","Czech Republic","Left",3,67,58,64,67,73,84,2022,"MID"
"Tiago Djaló",74,82,9e+06,19000,21,"2000-04-09","LOSC Lille",190,82,"French Ligue 1","CB","Portugal","Right",3,83,42,60,64,74,77,2022,"DEF"
"Nico Melamed",74,86,1e+07,12000,20,"2001-04-11","RCD Espanyol de Barcelona",173,68,"Spain Primera Division","LM","Spain","Right",3,83,68,69,79,40,57,2022,"MID"
"G. Raspadori",74,88,10500000,22000,21,"2000-02-18","U.S. Sassuolo Calcio",172,69,"Italian Serie A","ST","Italy","Right",5,77,74,63,77,26,53,2022,"FRD"
"A. Aouchiche",74,82,9e+06,9000,18,"2002-07-15","AS Saint-Étienne",181,72,"French Ligue 1","LM","France","Right",3,70,64,74,75,56,59,2022,"MID"
"S. Cáceres",74,83,9e+06,25000,21,"1999-08-18","Club América",180,77,"Mexican Liga MX","CB","Uruguay","Right",2,76,37,53,59,74,78,2022,"DEF"
"F. Viñas",74,81,8500000,36000,23,"1998-06-30","Club América",180,88,"Mexican Liga MX","ST","Uruguay","Left",3,74,75,54,68,25,78,2022,"FRD"
"J. Dos Santos",74,74,4200000,12000,29,"1992-04-18","Gallos Blancos de Querétaro",178,79,"Mexican Liga MX","ST","Uruguay","Right",3,76,73,57,69,34,77,2022,"FRD"
"M. Mohamed",74,81,8500000,42000,23,"1997-11-28","Galatasaray SK",185,78,"Turkish Süper Lig","ST","Egypt","Right",4,70,75,57,69,38,79,2022,"FRD"
"T. Moffi",74,82,9500000,17000,22,"1999-05-25","FC Lorient",188,82,"French Ligue 1","ST","Nigeria","Left",3,74,74,53,70,24,75,2022,"FRD"
"L. Badé",74,82,9e+06,24000,21,"2000-04-11","Stade Rennais FC",191,89,"French Ligue 1","CB","France","Right",3,60,29,54,62,75,77,2022,"DEF"
"D. Zima",74,81,7500000,23000,20,"2000-11-08","Torino F.C.",190,80,"Italian Serie A","CB","Czech Republic","Right",3,74,38,54,63,76,76,2022,"DEF"
"Luis Henrique",74,82,9e+06,20000,19,"2001-12-14","Olympique de Marseille",181,74,"French Ligue 1","RW","Brazil","Right",3,84,69,71,74,37,69,2022,"FRD"
"C. Tzolis",74,87,1e+07,17000,19,"2002-01-30","Norwich City",179,73,"English Premier League","LM","Greece","Right",4,86,71,66,76,35,65,2022,"MID"
"Tiago Tomás",74,82,9e+06,8000,19,"2002-06-16","Sporting CP",183,73,"Portuguese Liga ZON SAGRES","ST","Portugal","Right",3,77,70,56,74,37,72,2022,"FRD"
"I. Schranz",74,74,4600000,1000,27,"1993-09-13","SK Slavia Praha",185,73,"Czech Republic Gambrinus Liga","ST","Slovakia","Right",3,83,76,63,70,30,73,2022,"FRD"
"M. Liendl",73,73,1200000,11000,35,"1985-10-25","RZ Pellets Wolfsberger AC",176,74,"Austrian Football Bundesliga","CAM","Austria","Left",3,50,72,79,72,52,66,2022,"MID"
"Mikel Rico",73,73,950000,8000,36,"1984-11-04","SD Huesca",179,75,"Spanish Segunda División","CM","Spain","Right",4,35,71,68,69,72,77,2022,"MID"
"L. Podolski",73,73,1e+06,6000,36,"1985-06-04","Górnik Zabrze",183,88,"Polish T-Mobile Ekstraklasa","CAM","Germany","Left",3,59,78,75,73,36,74,2022,"MID"
"A. Lennon",73,73,1400000,28000,34,"1987-04-16","Burnley",165,63,"English Premier League","RM","England","Right",3,78,60,70,77,48,56,2022,"MID"
"P. Skjelbred",73,73,1e+06,7000,34,"1987-06-16","Rosenborg BK",178,73,"Norwegian Eliteserien","CDM","Norway","Right",3,54,52,69,72,70,69,2022,"MID"
"J. Insaurralde",73,73,550000,8000,36,"1984-10-03","Club Atlético Independiente",188,87,"Argentina Primera División","CB","Argentina","Left",3,55,52,58,57,71,80,2022,"DEF"
"R. Snodgrass",73,73,1900000,37000,33,"1987-09-07","West Bromwich Albion",182,82,"English League Championship","RW","Scotland","Left",3,56,75,77,75,47,72,2022,"FRD"
"S. Dann",73,73,1e+06,21000,34,"1987-02-14","Reading",190,78,"English League Championship","CB","England","Right",3,32,40,48,48,77,65,2022,"DEF"
"Manuel Fernandes",73,73,1200000,9000,35,"1986-02-05","Yukatel Kayserispor",176,75,"Turkish Süper Lig","LM","Portugal","Right",4,64,70,74,75,64,64,2022,"MID"
"W. Janssen",73,73,1e+06,13000,34,"1986-07-04","FC Utrecht",186,75,"Holland Eredivisie","CB","Netherlands","Right",4,34,63,68,66,72,74,2022,"DEF"
"Muriqui",73,73,1300000,7000,35,"1986-06-16","Shijiazhuang Ever Bright F.C.",174,64,"Chinese Super League","CF","Brazil","Right",4,85,71,66,76,43,64,2022,"FRD"
"Javi García",73,73,1e+06,12000,34,"1987-02-08","Boavista FC",187,80,"Portuguese Liga ZON SAGRES","CDM","Spain","Right",3,44,61,65,67,72,79,2022,"MID"
"V. Behrami",73,73,6e+05,9000,36,"1985-04-19","Genoa",185,82,"Italian Serie A","CDM","Switzerland","Right",3,55,63,71,71,72,73,2022,"MID"
"D. Congré",73,73,550000,3000,36,"1985-04-05","Dijon FCO",185,80,"French Ligue 2","CB","France","Right",3,39,31,60,63,74,77,2022,"DEF"
"S. M'Bia",73,73,8e+05,5000,35,"1986-05-20","CF Fuenlabrada",187,87,"Spanish Segunda División","CB","Cameroon","Right",3,62,62,66,66,70,80,2022,"DEF"
"I. Sosa",73,73,1400000,15000,34,"1987-01-18","Pachuca",177,70,"Mexican Liga MX","RM","Argentina","Right",3,77,70,69,73,46,70,2022,"MID"
"Danilo",73,73,550000,16000,37,"1984-05-10","Parma",185,75,"Italian Serie B","CB","Brazil","Right",3,38,39,49,53,78,66,2022,"DEF"
"Bebé",73,73,2900000,16000,30,"1990-07-12","Rayo Vallecano",190,83,"Spain Primera Division","LM","Portugal","Right",4,82,78,69,71,41,84,2022,"MID"
"A. Aldrete",73,73,1600000,40000,33,"1988-06-14","Cruz Azul",177,75,"Mexican Liga MX","LB","Mexico","Left",3,71,57,68,69,70,72,2022,"DEF"
"N. Domingo",73,73,6e+05,9000,36,"1985-04-08","Club Atlético Banfield",174,70,"Argentina Primera División","CDM","Argentina","Right",3,41,59,67,67,71,72,2022,"MID"
"A. Büyük",73,73,1900000,14000,33,"1987-08-30","Yeni Malatyaspor",177,78,"Turkish Süper Lig","ST","Turkey","Right",3,72,73,70,74,29,70,2022,"FRD"
"A. Masiello",73,73,8e+05,9000,35,"1986-02-05","Genoa",184,82,"Italian Serie A","CB","Italy","Right",2,40,37,56,59,75,71,2022,"DEF"
"Barragán",73,73,1100000,15000,34,"1987-06-12","Elche CF",183,76,"Spain Primera Division","RB","Spain","Right",3,69,52,66,66,71,73,2022,"DEF"
"N. Sahin",73,73,2e+06,14000,32,"1988-09-05","Antalyaspor",180,73,"Turkish Süper Lig","CDM","Turkey","Left",3,32,67,77,70,70,66,2022,"MID"
"H. Ayala",73,73,1e+06,31000,34,"1987-03-31","Tigres U.A.N.L.",183,81,"Mexican Liga MX","CB","Mexico","Right",2,54,48,64,59,74,72,2022,"DEF"
"J. Maidana",73,73,8e+05,9000,35,"1985-07-29","River Plate",185,86,"Argentina Primera División","CB","Argentina","Right",3,33,37,62,51,72,75,2022,"DEF"
"S. Kums",73,73,1900000,18000,33,"1988-02-26","KAA Gent",176,73,"Belgian Jupiler Pro League","CM","Belgium","Right",4,52,69,76,72,70,66,2022,"MID"
"O. Toivonen",73,73,1400000,8000,34,"1986-07-03","Malmö FF",192,78,"Swedish Allsvenskan","CAM","Sweden","Right",4,40,77,75,72,41,71,2022,"MID"
"J. Domínguez",73,73,1500000,40000,33,"1987-11-08","Cruz Azul",177,70,"Mexican Liga MX","CB","Mexico","Right",2,65,41,60,61,74,75,2022,"DEF"
"Vieirinha",73,73,925000,750,35,"1986-01-24","PAOK",172,73,"Greek Super League","RB","Portugal","Right",4,66,75,73,74,70,59,2022,"DEF"
"C. Zapata",73,73,1e+06,11000,34,"1986-09-30","San Lorenzo de Almagro",188,78,"Argentina Primera División","CB","Colombia","Right",2,51,32,46,56,75,71,2022,"DEF"
"R. Donk",73,73,8e+05,8000,35,"1986-03-30","Kasimpasa SK",192,80,"Turkish Süper Lig","CB","Suriname","Right",3,41,64,68,64,74,83,2022,"DEF"
"S. Arfield",73,73,2400000,39000,32,"1988-11-01","Rangers FC",179,80,"Scottish Premiership","CM","Canada","Right",3,55,68,71,73,66,73,2022,"MID"
"M. Sulejmani",73,73,2400000,14000,32,"1988-12-05","BSC Young Boys",179,73,"Swiss Super League","LM","Serbia","Left",3,75,71,73,73,31,48,2022,"MID"
"Ki Sung Yueng",73,73,2400000,6000,32,"1989-01-24","FC Seoul",189,75,"Korean K League 1","CM","Korea Republic","Right",4,45,69,77,69,63,72,2022,"MID"
"D. McGoldrick",73,73,1900000,25000,33,"1987-11-29","Sheffield United",183,74,"English League Championship","ST","Republic of Ireland","Right",3,65,72,71,76,33,68,2022,"FRD"
"O. Akhmedov",73,73,1900000,9000,33,"1987-11-25","Shijiazhuang Ever Bright F.C.",181,76,"Chinese Super League","CM","Uzbekistan","Right",3,67,70,72,71,71,72,2022,"MID"
"S. De Maio",73,73,1e+06,13000,34,"1987-03-05","Udinese Calcio",190,90,"Italian Serie A","CB","France","Right",3,54,33,39,51,75,77,2022,"DEF"
"D. Stephens",73,73,2e+06,25000,32,"1989-06-12","Burnley",185,78,"English Premier League","CDM","England","Right",3,49,62,71,67,71,71,2022,"MID"
"M. Tekdemir",73,73,1500000,26000,33,"1988-01-20","Istanbul Basaksehir FK",178,68,"Turkish Süper Lig","CDM","Turkey","Right",4,54,59,67,69,73,72,2022,"MID"
"H. Nordtveit",73,73,2100000,24000,31,"1990-06-21","TSG Hoffenheim",188,83,"German 1. Bundesliga","CB","Norway","Right",3,54,53,69,65,74,72,2022,"DEF"
"V. Stocker",73,73,2400000,13000,32,"1989-04-12","FC Basel 1893",179,73,"Swiss Super League","LM","Switzerland","Left",4,66,68,75,73,48,66,2022,"MID"
"F. Lemoine",73,73,1e+06,15000,34,"1987-03-16","FC Lorient",175,71,"French Ligue 1","CDM","France","Right",3,37,58,69,68,71,75,2022,"MID"
"B. Bannan",73,73,2500000,7000,31,"1989-12-01","Sheffield Wednesday",169,61,"English League One","CM","Scotland","Left",1,60,64,75,76,57,56,2022,"MID"
"J. Molina",73,73,1500000,32000,33,"1988-03-29","Club Deportivo Guadalajara",186,77,"Mexican Liga MX","CDM","Mexico","Right",4,63,58,66,65,70,84,2022,"MID"
"Castro",73,73,1900000,12000,33,"1988-04-02","SC Braga",181,78,"Portuguese Liga ZON SAGRES","CM","Portugal","Right",2,67,71,71,74,68,77,2022,"MID"
"G. Bruno",73,73,3e+06,21000,29,"1991-08-19","KAA Gent",180,73,"Belgian Jupiler Pro League","ST","Belgium","Right",3,75,74,66,73,39,70,2022,"FRD"
"D. Welbeck",73,73,3e+06,45000,30,"1990-11-26","Brighton & Hove Albion",185,73,"English Premier League","ST","England","Right",3,71,72,67,72,42,66,2022,"FRD"
"M. Pérez García",73,73,1e+06,11000,36,"1984-10-13","Gimnasia y Esgrima La Plata",165,68,"Argentina Primera División","CAM","Argentina","Left",3,72,68,73,76,44,61,2022,"MID"
"J. Dueñas",73,73,2100000,31000,32,"1989-03-16","Tigres U.A.N.L.",174,73,"Mexican Liga MX","LB","Mexico","Right",4,73,66,72,72,68,80,2022,"DEF"
"S. Morrison",73,73,2500000,25000,30,"1991-01-08","Cardiff City",194,84,"English League Championship","CB","England","Right",2,45,29,41,48,74,79,2022,"DEF"
"M. Diouf",73,73,1900000,14000,33,"1987-12-16","Atakas Hatayspor",185,79,"Turkish Süper Lig","ST","Senegal","Right",3,74,71,60,67,55,81,2022,"FRD"
"O. El Kaddouri",73,73,2900000,1000,30,"1990-08-21","PAOK",185,74,"Greek Super League","CM","Morocco","Right",4,71,69,74,74,58,70,2022,"MID"
"Juanfran",73,73,2100000,12000,32,"1988-09-11","Aytemiz Alanyaspor",180,69,"Turkish Süper Lig","RB","Spain","Right",3,67,66,69,73,70,71,2022,"DEF"
"M. Phillips",73,73,2900000,37000,30,"1991-03-13","West Bromwich Albion",183,75,"English League Championship","RW","Scotland","Right",4,78,70,70,73,43,69,2022,"FRD"
"A. N'Diaye",73,73,2100000,24000,31,"1990-03-06","Al Shabab",189,90,"Saudi Abdul L. Jameel League","CDM","Senegal","Right",3,59,63,65,68,71,86,2022,"MID"
"M. Estigarribia",73,73,1900000,1000,33,"1987-09-21","Club Olimpia",181,74,"Paraguayan Primera División","LM","Paraguay","Left",4,75,65,70,73,65,72,2022,"MID"
"J. Livermore",73,73,2100000,31000,31,"1989-11-14","West Bromwich Albion",180,74,"English League Championship","CDM","England","Right",2,56,62,68,69,70,77,2022,"MID"
"Nélson Oliveira",73,73,3e+06,1000,29,"1991-08-08","PAOK",185,82,"Greek Super League","ST","Portugal","Right",4,70,73,65,72,37,75,2022,"FRD"
"D. Latza",73,73,2500000,11000,31,"1989-12-07","FC Schalke 04",179,76,"German 2. Bundesliga","CM","Germany","Right",4,60,57,72,74,64,77,2022,"MID"
"J. Stanislas",73,73,2500000,30000,31,"1989-11-26","AFC Bournemouth",183,76,"English League Championship","LW","England","Right",3,73,71,73,74,36,54,2022,"FRD"
"T. Kolodziejczak",73,74,2800000,24000,29,"1991-10-01","AS Saint-Étienne",185,75,"French Ligue 1","CB","France","Left",2,67,37,68,60,73,77,2022,"DEF"
"Óscar Sielva",73,73,2600000,10000,29,"1991-08-06","SD Eibar",178,78,"Spanish Segunda División","CDM","Spain","Right",4,64,71,74,70,67,71,2022,"MID"
"S. Sunzu",73,73,2e+06,8000,32,"1989-06-22","Shijiazhuang Ever Bright F.C.",192,80,"Chinese Super League","CB","Zambia","Right",3,42,39,48,50,73,84,2022,"DEF"
"T. Jantschke",73,73,2100000,20000,31,"1990-04-07","Borussia Mönchengladbach",177,76,"German 1. Bundesliga","CB","Germany","Right",2,65,41,63,66,75,71,2022,"DEF"
"K. Glik",73,73,1500000,14000,33,"1988-02-03","Benevento",190,80,"Italian Serie B","CB","Poland","Right",2,36,32,45,53,72,79,2022,"DEF"
"M. Henriksen",73,73,2700000,7000,28,"1992-07-25","Rosenborg BK",187,80,"Norwegian Eliteserien","CDM","Norway","Right",2,65,70,69,69,70,77,2022,"MID"
"D. Quintero",73,73,1900000,8000,33,"1987-09-19","Houston Dynamo",166,66,"USA Major League Soccer","CAM","Colombia","Right",3,83,71,69,79,28,65,2022,"MID"
"H. Dalsgaard",73,73,2200000,20000,31,"1989-07-27","FC Midtjylland",192,81,"Danish Superliga","RB","Denmark","Right",3,73,57,62,66,72,72,2022,"DEF"
"M. Gulde",73,73,2500000,20000,30,"1991-02-12","Sport-Club Freiburg",184,80,"German 1. Bundesliga","CB","Germany","Right",2,66,40,52,57,74,71,2022,"DEF"
"T. Arslan",73,73,2500000,13000,30,"1990-08-16","Udinese Calcio",180,77,"Italian Serie A","CDM","Germany","Right",4,65,68,73,76,69,67,2022,"MID"
"Sandro",73,73,2e+06,6000,32,"1989-03-15","Belenenses SAD",187,82,"Portuguese Liga ZON SAGRES","CDM","Brazil","Right",3,52,67,67,67,74,71,2022,"MID"
"K. Théophile-Catherine",73,73,2100000,700,31,"1989-10-28","Dinamo Zagreb",183,86,"Croatian Prva HNL","CB","France","Right",3,73,50,65,65,72,80,2022,"DEF"
"J. Boye",73,73,1e+06,16000,34,"1987-04-23","Al Fayha",185,72,"Saudi Abdul L. Jameel League","CB","Ghana","Right",3,66,33,48,58,73,77,2022,"DEF"
"A. Smith",73,73,2600000,25000,30,"1991-04-29","AFC Bournemouth",180,78,"English League Championship","RB","England","Right",3,68,60,70,71,70,70,2022,"DEF"
"T. Rincón",73,73,1900000,32000,33,"1988-01-13","Torino F.C.",177,78,"Italian Serie A","CM","Venezuela","Right",3,65,59,70,75,73,75,2022,"MID"
"Dídac Vilà",73,73,2100000,14000,32,"1989-06-09","RCD Espanyol de Barcelona",185,74,"Spain Primera Division","LB","Spain","Left",3,74,52,66,68,71,74,2022,"DEF"
"A. Bedoya",73,73,1400000,8000,34,"1987-04-29","Philadelphia Union",178,73,"USA Major League Soccer","CM","United States","Right",4,63,65,71,72,67,74,2022,"MID"
"S. Corchia",73,73,2600000,19000,30,"1990-11-01","FC Nantes",175,67,"French Ligue 1","RB","France","Right",3,72,62,71,71,72,62,2022,"DEF"
"S. Al Faraj",73,73,2500000,30000,31,"1989-08-01","Al Hilal",181,64,"Saudi Abdul L. Jameel League","CM","Saudi Arabia","Left",3,63,65,77,73,68,65,2022,"MID"
"M. Yoshida",73,73,2e+06,15000,32,"1988-08-24","U.C. Sampdoria",189,79,"Italian Serie A","CB","Japan","Right",4,52,41,51,63,74,71,2022,"DEF"
"D. Arismendi",73,73,1500000,650,33,"1988-01-25","Montevideo City Torque",189,82,"Uruguayan Primera División","CDM","Uruguay","Right",3,55,50,64,65,71,83,2022,"MID"
"S. Mustafi",73,73,2500000,21000,29,"1992-04-17","Levante Unión Deportiva",184,83,"Spain Primera Division","CB","Germany","Right",2,57,57,62,59,73,77,2022,"DEF"
"J. Aquino",73,73,2500000,34000,31,"1990-02-11","Tigres U.A.N.L.",168,62,"Mexican Liga MX","LM","Mexico","Right",3,83,64,68,75,57,57,2022,"MID"
"D. Ginczek",73,73,3e+06,45000,30,"1991-04-13","VfL Wolfsburg",190,85,"German 1. Bundesliga","ST","Germany","Right",4,64,74,51,66,38,75,2022,"FRD"
"M. Jajalo",73,73,1500000,13000,33,"1988-05-25","Udinese Calcio",182,78,"Italian Serie A","CDM","Bosnia and Herzegovina","Right",3,63,64,70,74,70,76,2022,"MID"
"G. Charbonnier",73,73,2500000,7000,32,"1988-12-27","AJ Auxerre",188,80,"French Ligue 2","ST","France","Right",3,32,75,68,72,37,66,2022,"FRD"
"F. Klos",73,73,1900000,22000,33,"1987-12-02","DSC Arminia Bielefeld",194,93,"German 1. Bundesliga","ST","Germany","Right",4,63,73,61,61,39,81,2022,"FRD"
"A. Pulido",73,73,3e+06,8000,30,"1991-03-08","Sporting Kansas City",177,83,"USA Major League Soccer","ST","Mexico","Right",3,75,72,66,73,37,75,2022,"FRD"
"S. Cook",73,73,2500000,25000,30,"1991-04-19","AFC Bournemouth",185,82,"English League Championship","CB","England","Right",3,49,34,54,58,74,73,2022,"DEF"
"V. Le Goff",73,73,2200000,15000,31,"1989-10-15","FC Lorient",177,69,"French Ligue 1","LB","France","Left",3,71,61,66,71,68,69,2022,"DEF"
"S. Caulker",73,73,2500000,34000,29,"1991-12-29","Gazisehir Gaziantep F.K.",191,77,"Turkish Süper Lig","CB","England","Right",2,63,30,56,54,74,79,2022,"DEF"
"S. Hutchinson",73,73,2500000,12000,30,"1990-11-23","Millwall",188,80,"English League Championship","CB","England","Right",3,49,29,51,53,73,81,2022,"DEF"
"Villalibre",73,80,6e+06,20000,23,"1997-09-30","Athletic Club de Bilbao",184,87,"Spain Primera Division","ST","Spain","Left",3,75,72,55,68,39,81,2022,"FRD"
"D. Didavi",73,73,2500000,22000,31,"1990-02-21","VfB Stuttgart",180,77,"German 1. Bundesliga","CAM","Germany","Left",3,58,76,73,75,49,68,2022,"MID"
"A. Gray",73,73,3e+06,43000,30,"1991-06-26","Queens Park Rangers",180,78,"English League Championship","ST","Jamaica","Right",3,82,72,61,71,30,72,2022,"FRD"
"Y. Nagatomo",73,73,1100000,9000,34,"1986-09-12","FC Tokyo",170,68,"Japanese J. League Division 1","LB","Japan","Right",4,70,49,65,69,72,65,2022,"DEF"
"S. Ilsanker",73,73,2e+06,20000,32,"1989-05-18","Eintracht Frankfurt",190,83,"German 1. Bundesliga","CB","Austria","Right",3,62,53,51,50,73,81,2022,"DEF"
"Borja García",73,73,2900000,11000,30,"1990-11-02","Girona FC",175,72,"Spanish Segunda División","CAM","Spain","Right",3,74,68,72,72,58,65,2022,"MID"
"Borja Bastón",73,73,3100000,11000,28,"1992-08-25","Real Oviedo",188,82,"Spanish Segunda División","ST","Spain","Right",4,45,75,61,65,38,76,2022,"FRD"
"J. Bruma",73,73,2500000,12000,29,"1991-11-13","Kasimpasa SK",190,88,"Turkish Süper Lig","CB","Netherlands","Right",3,59,53,57,57,72,77,2022,"DEF"
"Moisés",73,73,1500000,15000,33,"1988-03-17","Shandong Taishan",184,76,"Chinese Super League","CDM","Brazil","Right",4,68,74,72,71,71,74,2022,"MID"
"A. Finnbogason",73,73,2500000,22000,32,"1989-02-01","FC Augsburg",184,80,"German 1. Bundesliga","ST","Iceland","Right",4,55,76,61,72,33,64,2022,"FRD"
"M. Ducksch",73,73,3300000,12000,27,"1994-03-07","SV Werder Bremen",188,79,"German 2. Bundesliga","ST","Germany","Right",3,71,74,62,67,34,69,2022,"FRD"
"Anselmo",73,73,2400000,30000,32,"1989-02-20","Al Nassr",183,89,"Saudi Abdul L. Jameel League","CM","Brazil","Right",3,73,68,68,73,71,82,2022,"MID"
"P. Djilobodji",73,73,2e+06,12000,32,"1988-12-01","Gazisehir Gaziantep F.K.",193,82,"Turkish Süper Lig","CB","Senegal","Left",3,57,46,54,56,71,80,2022,"DEF"
"B. Stambouli",73,73,2500000,14000,30,"1990-08-13","Adana Demirspor",180,82,"Turkish Süper Lig","CDM","France","Right",4,54,49,64,67,71,75,2022,"MID"
"Leandro Damião",73,73,2600000,12000,31,"1989-07-22","Kawasaki Frontale",188,90,"Japanese J. League Division 1","ST","Brazil","Right",2,51,75,62,68,35,80,2022,"FRD"
"M. Autret",73,73,2900000,7000,30,"1991-03-01","AJ Auxerre",179,71,"French Ligue 2","CAM","France","Right",3,67,70,75,73,42,59,2022,"MID"
"Sergio León",73,73,2500000,11000,32,"1989-01-06","Real Valladolid CF",178,73,"Spanish Segunda División","ST","Spain","Right",4,74,74,65,75,38,64,2022,"FRD"
"A. Tinnerholm",73,73,2600000,7000,30,"1991-02-26","New York City FC",176,75,"USA Major League Soccer","RB","Sweden","Right",3,74,52,66,69,68,77,2022,"DEF"
"A. Bamba",73,73,2200000,17000,31,"1990-04-25","Angers SCO",182,72,"French Ligue 1","RB","Côte d'Ivoire","Right",3,78,41,65,65,70,72,2022,"DEF"
"R. Inglese",73,73,3e+06,28000,29,"1991-11-12","Parma",186,85,"Italian Serie B","ST","Italy","Right",3,51,73,49,67,27,66,2022,"FRD"
"Ilie Sánchez",73,73,2500000,7000,30,"1990-11-21","Sporting Kansas City",180,75,"USA Major League Soccer","CDM","Spain","Right",3,50,47,67,69,68,78,2022,"MID"
"J. Guidetti",73,73,3e+06,22000,29,"1992-04-15","Deportivo Alavés",185,80,"Spain Primera Division","ST","Sweden","Right",3,56,75,67,71,38,71,2022,"FRD"
"Wilson Eduardo",73,73,2900000,13000,30,"1990-07-08","Aytemiz Alanyaspor",179,77,"Turkish Süper Lig","RM","Angola","Right",3,77,75,70,74,31,67,2022,"MID"
"B. Bereszynski",73,73,2800000,15000,28,"1992-07-12","U.C. Sampdoria",183,77,"Italian Serie A","RB","Poland","Right",3,84,56,64,69,67,73,2022,"DEF"
